"","id_student","code_module","code_presentation","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","week1","week2","week3","week4","week5","week6","week7","week8","week9","week10","week11","week12","week13","week14","week15","week16","week17","week18","week19","week20","week21","week22","week23","week24","week25","week26","week27","week28","week29","week30","week31","week32","week33","week34","week35","week36","week37","week38","week39","assess_CMA","assess_TMA"
"812","362760","BBB","2013B","Female","Wales","A Level or Equivalent","10-20%","0-35",0,"180","N","Fail",167,0,37,105,0,22,27,0,0,14,0,12,33,5,0,0,0,48,1,0,0,15,71,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,80,50.6
"813","362877","BBB","2013B","Female","Wales","Lower Than A Level","20-30%","0-35",0,"60","N","Withdrawn",90,146,144,21,22,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,57
"814","363213","BBB","2014J","Male","Scotland","A Level or Equivalent","20-30%","0-35",0,"60","N","Pass",37,0,36,2,5,3,0,2,0,0,0,0,0,0,3,43,0,2,0,0,1,25,0,1,0,0,0,0,32,7,1,0,0,6,6,14,0,0,0,NA,77.2
"815","363396","BBB","2014B","Female","South West Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Distinction",9,39,22,21,13,50,12,2,9,4,40,21,8,24,14,27,34,7,6,2,7,25,32,6,3,22,2,3,15,37,15,7,0,0,0,0,0,0,0,84,88.2
"816","363416","BBB","2013B","Female","London Region","Lower Than A Level","30-40%","0-35",0,"240","N","Pass",0,25,69,4,0,8,24,1,8,1,22,1,10,0,1,0,38,6,3,26,0,7,12,19,1,3,11,2,2,1,0,0,11,0,0,0,0,0,0,92,69.6666666666667
"817","364871","BBB","2013J","Female","South West Region","A Level or Equivalent","50-60%","0-35",0,"60","N","Pass",83,15,43,48,10,7,46,0,24,28,19,0,13,33,0,0,20,1,26,0,10,6,3,43,0,10,16,0,0,25,9,33,13,30,25,3,11,13,12,76,70.8333333333333
"818","365097","BBB","2014J","Female","North Region","A Level or Equivalent","30-40%","0-35",0,"120","N","Distinction",11,19,20,2,67,44,6,0,2,11,0,0,41,12,28,0,0,3,2,154,0,116,3,0,0,14,140,76,0,0,0,0,11,244,1,0,0,0,0,NA,65.2
"819","365169","BBB","2013J","Female","South East Region","Lower Than A Level","80-90%","0-35",0,"60","N","Pass",140,52,44,41,66,76,35,92,55,33,8,26,5,19,44,5,33,0,25,29,9,35,2,25,18,10,26,2,23,5,18,4,2,0,3,0,0,0,0,96,88.6
"820","365439","BBB","2013B","Female","South East Region","HE Qualification","60-70%","0-35",0,"120","N","Fail",17,6,132,8,1,0,7,20,0,24,5,27,0,0,19,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73.5
"821","365452","BBB","2013B","Female","East Anglian Region","Lower Than A Level","60-70%","35-55",0,"60","Y","Pass",88,66,41,64,20,48,15,72,22,0,24,19,27,52,0,0,10,26,4,0,24,11,27,3,9,3,17,3,31,0,0,164,28,0,0,0,0,0,0,100,68
"822","365631","BBB","2013J","Female","South East Region","A Level or Equivalent","90-100%","0-35",0,"165","N","Pass",55,85,121,50,45,14,31,46,16,16,25,1,39,18,32,18,0,28,102,15,31,3,24,64,28,5,2,0,1,87,7,34,7,0,91,28,19,10,0,100,73.8333333333333
"823","365707","BBB","2013B","Female","South East Region","A Level or Equivalent","90-100%","0-35",0,"60","N","Distinction",119,131,125,56,43,78,88,92,75,39,34,54,32,38,70,34,81,47,13,29,57,51,12,64,6,112,57,67,18,46,71,7,27,0,0,0,0,0,0,100,82
"824","366479","BBB","2014J","Female","East Anglian Region","A Level or Equivalent","40-50%","35-55",0,"60","N","Pass",47,31,1,21,63,70,0,1,8,0,0,25,1,46,3,0,1,1,2,2,33,0,0,0,0,0,1,13,0,0,13,6,32,29,0,4,2,0,0,NA,71.4
"825","366524","BBB","2013J","Female","South Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Pass",21,11,8,0,39,12,8,9,11,2,6,0,21,8,7,9,6,52,1,6,11,29,0,31,9,5,0,9,18,0,73,4,4,0,3,0,0,0,0,88,82
"826","367348","BBB","2013B","Female","West Midlands Region","Lower Than A Level","10-20%","0-35",0,"60","N","Fail",0,14,26,3,3,0,17,30,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71.5
"827","367433","BBB","2013J","Female","North Region","Lower Than A Level","40-50%","0-35",0,"60","N","Pass",1,17,57,12,0,4,30,43,0,0,0,0,0,34,0,1,6,0,0,0,13,0,0,24,0,0,0,0,0,28,0,0,0,0,13,0,0,0,0,85,78.6666666666667
"828","367535","BBB","2014B","Female","South West Region","Lower Than A Level","40-50%","0-35",0,"60","N","Pass",0,12,0,0,6,11,81,1,33,8,2,29,6,6,21,46,23,16,12,16,8,44,6,3,20,19,20,42,13,15,24,15,0,2,0,0,0,0,0,76,61.1666666666667
"829","367609","BBB","2013B","Male","Wales","Lower Than A Level","0-10%","35-55",0,"60","N","Pass",170,149,37,0,111,60,70,27,23,11,31,129,29,12,29,48,86,35,12,16,54,135,44,26,42,14,1,8,82,133,0,20,0,1,5,0,0,0,0,96,83.8333333333333
"830","368521","BBB","2014J","Female","North Western Region","A Level or Equivalent","40-50%","0-35",0,"60","N","Pass",174,21,4,98,95,51,10,11,51,14,0,0,0,13,22,57,38,40,0,0,0,0,25,62,0,0,19,3,14,60,7,4,0,161,12,0,0,0,0,NA,59.4
"831","370302","BBB","2013B","Male","North Region","Lower Than A Level","70-80%","35-55",0,"60","N","Fail",14,26,43,17,27,20,18,40,7,28,20,9,13,4,9,8,0,24,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,31.6
"832","370307","BBB","2013J","Female","North Western Region","A Level or Equivalent","20-30%","0-35",0,"150","Y","Withdrawn",113,73,58,0,1,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,63
"833","370859","BBB","2013J","Female","Yorkshire Region","A Level or Equivalent","20-30%","0-35",0,"180","N","Pass",13,58,0,3,37,1,72,6,40,5,6,28,18,35,49,0,17,19,68,19,1,3,12,56,8,5,0,15,0,72,3,10,13,38,5,0,0,0,0,96,80
"834","371888","BBB","2013J","Female","East Midlands Region","Lower Than A Level","20-30%","0-35",0,"60","N","Withdrawn",44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,65
"835","372172","BBB","2013J","Female","East Midlands Region","Lower Than A Level","20-30%","0-35",0,"60","N","Fail",0,0,17,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77
"836","372602","BBB","2014J","Female","South Region","A Level or Equivalent","90-100%","0-35",0,"120","N","Distinction",0,0,8,0,0,0,0,4,0,0,0,0,0,1,0,28,0,0,0,0,35,0,9,4,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,NA,63.2
"837","372997","BBB","2014B","Female","Wales","HE Qualification","80-90%","35-55",0,"120","N","Distinction",145,91,41,88,11,20,27,63,47,0,15,18,42,39,20,51,3,1,0,18,22,3,57,0,0,20,9,0,2,0,2,43,0,0,0,0,0,0,0,100,88
"838","373848","BBB","2013J","Female","South West Region","Lower Than A Level","50-60%","35-55",0,"60","N","Pass",0,6,32,13,10,2,11,67,1,4,0,0,2,27,0,2,9,0,66,14,7,12,0,35,21,36,31,0,25,3,2,0,0,36,31,12,2,9,1,96,66.5
"839","374038","BBB","2013J","Female","West Midlands Region","Lower Than A Level","10-20%","35-55",0,"60","N","Fail",20,18,5,1,20,5,9,3,2,0,0,0,25,1,1,6,0,2,17,5,19,3,26,21,1,1,0,0,13,15,3,0,0,0,15,5,0,0,0,76,57.3333333333333
"840","374102","BBB","2013B","Female","East Midlands Region","Lower Than A Level","0-10%","0-35",0,"60","Y","Fail",42,0,16,17,15,5,8,24,3,2,0,0,31,12,4,6,0,3,0,0,1,0,0,0,0,1,15,0,0,0,0,2,1,0,0,0,0,0,0,66.6666666666667,73
"841","374515","BBB","2014B","Female","East Anglian Region","Lower Than A Level","40-50%","35-55",0,"60","Y","Withdrawn",37,1,0,22,3,40,0,0,0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46.5
"842","374747","BBB","2014B","Male","London Region","Lower Than A Level","50-60%","35-55",0,"60","N","Pass",100,35,6,8,4,8,22,0,0,0,0,14,0,0,6,0,12,3,0,0,0,31,0,0,0,0,3,16,0,0,21,0,8,0,0,0,0,0,0,60,54.3333333333333
"843","375711","BBB","2014B","Female","Wales","A Level or Equivalent","40-50%","0-35",0,"60","N","Fail",7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,74
"844","375717","BBB","2014B","Female","South East Region","A Level or Equivalent","90-100%","0-35",0,"120","N","Pass",34,83,84,44,17,57,88,14,9,32,41,3,57,9,10,21,44,3,8,15,0,2,0,0,7,0,0,1,16,0,13,28,10,1,0,0,0,0,0,100,88.25
"845","375960","BBB","2013J","Female","North Region","A Level or Equivalent","10-20%","0-35",0,"90","N","Pass",0,0,0,6,3,0,40,33,0,0,0,0,0,22,0,8,0,0,15,0,0,0,0,0,0,0,10,0,0,26,0,0,0,0,19,0,0,10,0,85,75
"846","376617","BBB","2013B","Male","West Midlands Region","Lower Than A Level","30-40%","35-55",0,"60","N","Pass",0,5,110,18,15,2,47,45,14,14,53,22,22,3,19,11,0,26,0,5,5,9,2,21,0,0,2,0,16,3,5,0,14,0,0,0,0,0,0,80,75.4
"847","377469","BBB","2014B","Female","South East Region","Lower Than A Level","20-30%","0-35",0,"60","N","Pass",46,17,24,5,19,0,0,20,28,0,0,0,7,26,22,0,0,0,1,13,6,0,0,1,44,0,1,0,0,3,0,3,3,0,0,0,0,0,0,96,70.6666666666667
"848","377846","BBB","2013B","Male","East Anglian Region","Lower Than A Level","0-10%","35-55",0,"150","N","Pass",456,230,462,251,195,169,136,160,95,111,74,95,68,107,74,85,37,41,34,9,23,70,92,70,44,39,82,86,66,113,74,162,250,191,0,0,0,0,0,100,56.1666666666667
"849","378462","BBB","2013B","Female","South West Region","A Level or Equivalent","80-90%","35-55",0,"120","N","Pass",39,0,84,1,0,0,103,29,0,0,14,53,49,0,14,8,0,96,0,0,0,0,21,0,0,0,61,18,0,0,0,0,18,0,0,0,0,0,0,88,79.2
"850","378543","BBB","2013B","Male","South East Region","HE Qualification","90-100%","0-35",0,"120","N","Pass",0,115,47,22,8,0,58,53,7,0,15,34,40,0,0,11,1,25,9,0,0,55,22,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,96,74.8333333333333
"851","378721","BBB","2013B","Female","Wales","Lower Than A Level","10-20%","35-55",0,"120","N","Withdrawn",19,0,12,12,3,10,13,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54
"852","379210","BBB","2013J","Male","London Region","A Level or Equivalent","0-10%","0-35",0,"60","N","Fail",22,13,8,67,0,0,21,1,3,24,1,5,0,6,2,15,6,0,0,0,17,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,65.5
"853","379212","BBB","2014J","Female","North Western Region","Lower Than A Level","30-40%","35-55",0,"180","N","Withdrawn",33,5,0,0,5,7,2,8,0,19,0,43,49,0,12,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,80
"854","379720","BBB","2014J","Female","East Midlands Region","Lower Than A Level","10-20%","0-35",0,"60","Y","Pass",0,0,35,0,0,0,0,66,0,0,0,16,0,0,23,12,0,4,0,0,3,98,0,2,8,0,0,7,69,0,2,10,0,177,2,0,0,0,0,NA,52.8
"855","380184","BBB","2014B","Female","Yorkshire Region","A Level or Equivalent","10-20%","0-35",0,"210","N","Pass",0,59,0,7,0,54,1,0,0,0,8,115,11,0,0,0,24,28,0,0,0,13,11,0,1,0,0,40,0,0,13,0,0,0,0,0,0,0,0,66.6666666666667,53.3333333333333
"856","380204","BBB","2014B","Female","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,"60","N","Pass",18,31,30,45,30,53,36,31,16,17,151,111,29,7,26,112,21,3,57,4,41,44,8,3,5,9,11,48,0,42,0,0,23,0,0,0,0,0,0,92,80.3333333333333
"857","380240","BBB","2013J","Female","Wales","A Level or Equivalent","0-10%","0-35",0,"180","N","Fail",110,72,78,25,18,9,37,14,28,11,17,8,3,40,18,6,17,11,33,5,17,1,86,2,1,11,0,15,4,0,0,0,0,0,0,0,0,0,0,95,70.2
"858","380515","BBB","2014J","Female","London Region","Lower Than A Level","0-10%","35-55",0,"120","N","Withdrawn",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,100
"859","381533","BBB","2014B","Female","South West Region","Lower Than A Level","80-90%","0-35",0,"60","N","Pass",352,109,53,54,146,53,46,38,147,78,36,38,28,22,5,46,93,8,25,8,0,48,3,0,21,18,12,29,5,13,41,18,0,0,0,0,0,0,0,76,71.5
"860","381541","BBB","2013J","Female","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,"120","N","Pass",19,13,77,39,51,36,110,50,3,54,56,59,35,32,72,29,6,33,68,24,5,10,3,6,4,3,0,1,15,3,11,18,63,25,10,2,3,3,0,88,77.75
"861","381544","BBB","2014B","Female","East Anglian Region","HE Qualification","90-100%","35-55",0,"60","N","Pass",21,82,5,68,74,0,0,39,0,40,40,15,3,0,0,23,40,5,0,28,0,49,0,0,0,3,0,33,0,34,0,12,0,0,0,0,0,0,0,80,72.6666666666667
"862","381669","BBB","2013J","Female","Scotland","HE Qualification","60-70%","0-35",0,"60","N","Pass",9,13,12,0,16,40,14,14,1,1,18,2,4,13,21,1,0,0,22,3,2,0,0,30,0,0,5,0,0,1,0,1,0,0,0,0,0,0,3,95,70
"863","381722","BBB","2013B","Female","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,"150","N","Withdrawn",11,20,19,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,73
"864","381909","BBB","2014B","Female","Yorkshire Region","A Level or Equivalent","60-70%","35-55",0,"120","N","Distinction",121,106,133,26,89,165,0,42,0,10,41,17,13,48,20,68,71,1,0,36,0,127,0,0,44,43,73,83,22,96,56,205,0,0,0,0,0,0,0,84,94.3333333333333
"865","381917","BBB","2014B","Female","East Anglian Region","A Level or Equivalent","10-20%","0-35",0,"60","N","Distinction",115,92,60,124,34,91,59,114,75,108,48,41,80,63,100,61,39,86,69,103,42,70,39,56,63,57,27,88,94,93,86,75,23,0,0,0,0,0,0,92,77.1666666666667
"866","38234","BBB","2013J","Female","East Midlands Region","A Level or Equivalent","60-70%","0-35",0,"60","N","Fail",0,26,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6666666666667,71
"867","382575","BBB","2013J","Male","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Fail",28,36,46,32,15,98,49,46,26,17,36,0,0,12,9,0,0,15,27,0,6,53,0,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.6666666666667,57
"868","382920","BBB","2013J","Female","East Anglian Region","Lower Than A Level","50-60%","0-35",0,"60","N","Pass",100,28,35,51,66,32,16,44,59,30,16,4,27,28,4,30,31,19,20,13,4,0,35,33,19,15,27,21,64,32,24,16,18,22,86,7,0,0,0,88,79
"869","382979","BBB","2013J","Female","South Region","A Level or Equivalent","80-90%","35-55",0,"90","N","Distinction",110,78,84,122,91,105,34,35,69,99,73,14,33,48,157,122,41,73,38,73,93,98,46,78,74,147,84,73,50,76,71,23,47,16,32,3,1,0,0,100,83.8333333333333
"870","383241","BBB","2014B","Female","Scotland","HE Qualification","60-70%","0-35",0,"75","N","Pass",107,8,0,33,6,205,150,31,45,128,16,34,13,7,45,9,70,25,72,64,50,138,58,85,13,53,22,192,20,82,34,50,17,0,0,0,0,0,0,88,68.8333333333333
"871","383571","BBB","2013J","Female","East Midlands Region","A Level or Equivalent","40-50%","0-35",0,"120","N","Distinction",23,36,17,14,5,68,17,15,9,1,11,0,23,4,4,1,0,35,16,4,2,1,42,11,20,2,54,49,0,4,0,1,12,0,5,0,0,0,0,100,84.5
"872","383967","BBB","2014B","Female","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,"90","N","Pass",56,16,2,19,4,4,1,7,1,0,20,9,1,0,0,16,0,0,5,10,22,12,1,0,0,0,0,41,22,0,0,0,0,0,0,0,0,0,0,84,62.1666666666667
"873","384266","BBB","2014J","Female","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,"60","N","Withdrawn",0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,100
"874","384636","BBB","2014B","Female","Wales","Lower Than A Level","20-30%","0-35",0,"120","N","Fail",60,84,33,44,0,45,19,33,19,1,0,10,28,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3333333333333,69
"875","384678","BBB","2013B","Male","London Region","HE Qualification","80-90%","0-35",0,"60","N","Fail",36,12,158,21,23,36,8,20,57,32,12,0,34,2,0,0,24,0,0,1,0,0,0,4,0,0,20,0,0,0,0,0,3,1,0,0,0,0,0,90,55.5
"876","384884","BBB","2014B","Female","South Region","Lower Than A Level","60-70%","0-35",0,"120","Y","Pass",9,13,55,1,11,218,54,3,1,27,83,140,40,17,1,0,44,3,8,5,0,31,56,26,1,1,0,119,59,11,62,44,1,5,0,0,0,0,0,88,75.4
"877","384909","BBB","2013B","Female","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,"120","N","Withdrawn",0,40,29,10,0,0,1,14,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60
"878","385034","BBB","2013B","Female","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,"120","N","Withdrawn",28,53,25,13,26,14,36,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,58.5
"879","385040","BBB","2013J","Female","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,"120","Y","Fail",14,4,21,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,69
"880","385341","BBB","2014J","Female","North Western Region","A Level or Equivalent","0-10%","0-35",0,"60","N","Fail",0,0,53,12,0,0,0,37,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,39.5
"881","385820","BBB","2013J","Female","London Region","Lower Than A Level","10-20%","35-55",0,"120","Y","Pass",22,66,27,33,54,17,17,47,11,48,0,0,24,50,7,43,13,45,64,8,18,19,35,96,44,0,9,14,69,91,68,26,64,166,254,37,27,14,0,92,78.6666666666667
"882","386889","BBB","2013J","Female","South Region","A Level or Equivalent","80-90%","0-35",0,"60","Y","Pass",16,0,4,6,0,0,3,34,3,9,0,0,19,0,2,0,0,30,0,0,0,0,0,54,0,0,54,0,0,24,0,0,0,0,1,0,0,0,0,100,82.5
"883","38711","BBB","2014J","Male","West Midlands Region","Lower Than A Level","0-10%","35-55",0,"60","Y","Withdrawn",22,10,17,1,4,10,1,0,2,3,0,0,0,0,0,94,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,38.75
"884","387700","BBB","2013J","Female","Ireland","A Level or Equivalent","20-30%","35-55",0,"60","N","Fail",39,0,11,6,6,0,36,3,0,20,0,0,0,16,18,3,14,10,0,0,0,15,1,10,0,1,0,0,0,26,28,0,0,0,1,0,0,0,0,84,61.6
"885","387702","BBB","2013B","Female","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,"60","N","Fail",58,61,28,3,10,0,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,66
"886","387773","BBB","2014J","Female","Scotland","A Level or Equivalent","10-20%","0-35",0,"120","N","Distinction",63,157,104,128,26,142,81,4,65,35,33,533,17,2,25,155,121,91,96,5,99,126,294,127,89,5,136,1,189,14,5,0,222,181,3,2,0,0,0,NA,87.6
"887","388052","BBB","2013J","Female","South East Region","Lower Than A Level","60-70%","0-35",0,"60","Y","Pass",0,0,22,0,4,0,4,13,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,80,73
"888","388205","BBB","2013B","Female","London Region","A Level or Equivalent","10-20%","0-35",0,"120","N","Fail",34,8,30,6,5,0,2,0,11,13,17,5,32,2,0,0,1,18,0,1,0,3,0,8,0,1,11,1,0,0,5,0,0,0,0,0,0,0,0,80,50.3333333333333
"889","388360","BBB","2013B","Female","South West Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Fail",18,40,0,20,8,1,31,0,10,4,0,1,17,0,13,1,0,29,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,64
"890","388410","BBB","2013B","Female","Yorkshire Region","Lower Than A Level","10-20%","35-55",0,"60","N","Fail",24,45,2,31,7,0,30,20,1,55,1,33,18,14,13,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,71.3333333333333
"891","388484","BBB","2013B","Female","Scotland","Lower Than A Level","0-10%","0-35",0,"60","N","Fail",35,22,58,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,66
"892","388975","BBB","2013J","Female","South East Region","A Level or Equivalent","80-90%","0-35",0,"120","N","Fail",46,53,26,15,16,14,21,19,2,46,0,0,3,0,1,0,0,2,10,6,3,26,31,8,9,0,22,0,0,0,18,6,2,0,14,0,0,1,0,80,49
"893","389101","BBB","2013J","Female","South Region","A Level or Equivalent","80-90%","0-35",0,"60","N","Distinction",55,108,105,57,37,18,28,60,1,0,13,28,0,3,46,17,15,21,55,10,23,0,32,41,27,7,25,1,40,26,49,59,19,92,54,0,9,5,1,100,79.6666666666667
"894","389249","BBB","2014B","Female","Wales","A Level or Equivalent","30-40%","0-35",0,"60","N","Pass",0,9,18,3,11,25,28,10,2,0,83,2,15,1,6,1,33,0,4,1,21,28,0,4,0,0,7,67,0,0,7,4,2,0,0,0,0,0,0,92,69.4
"895","389369","BBB","2013B","Male","Wales","A Level or Equivalent","10-20%","0-35",0,"120","N","Distinction",7,145,100,24,38,45,47,45,2,30,47,29,67,43,64,1,11,13,2,5,20,5,1,2,2,23,10,0,21,5,15,3,8,4,6,0,0,0,0,88,81.5
"896","390442","BBB","2013B","Female","South Region","A Level or Equivalent","90-100%","0-35",0,"60","Y","Distinction",25,16,16,28,0,2,22,0,2,27,18,9,21,0,5,2,0,19,0,12,0,0,32,4,0,37,9,7,5,5,39,11,0,0,0,0,0,0,0,92,83.5
"897","390461","BBB","2013B","Female","East Anglian Region","HE Qualification","70-80%","35-55",0,"90","N","Fail",0,24,30,62,9,0,19,35,17,0,0,0,18,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,55
"898","390958","BBB","2013J","Female","Wales","A Level or Equivalent","50-60%","0-35",0,"60","N","Pass",12,3,7,0,0,0,2,22,0,0,0,0,1,17,1,39,52,3,17,1,0,0,0,31,27,2,1,19,0,22,0,4,15,0,40,12,0,0,0,92,74.5
"899","391153","BBB","2014B","Female","Ireland","A Level or Equivalent","20-30%","0-35",0,"120","N","Pass",83,73,0,15,15,20,38,28,6,60,0,11,24,13,0,46,37,118,9,47,24,141,0,0,0,23,21,103,0,23,49,29,0,0,0,0,0,0,0,88,76.1666666666667
"900","391937","BBB","2014J","Female","South West Region","A Level or Equivalent","60-70%","35-55",0,"60","N","Pass",54,87,73,214,190,129,29,47,44,91,5,19,213,178,63,123,138,171,146,110,193,89,95,104,148,80,110,91,52,63,43,61,10,110,15,0,6,1,0,NA,74.4
"901","392060","BBB","2013J","Female","Scotland","A Level or Equivalent","20-30%","0-35",0,"60","Y","Distinction",52,92,43,51,62,34,43,9,20,41,0,0,17,5,7,23,25,14,13,23,53,7,0,22,12,41,30,19,23,11,27,4,0,1,26,3,0,0,0,80,83.5
"902","39208","BBB","2014J","Female","Wales","A Level or Equivalent","90-100%","35-55",0,"120","N","Pass",44,43,113,57,44,27,147,59,51,19,28,1,45,50,106,90,71,86,86,117,32,81,23,28,35,76,78,108,59,10,24,4,36,55,4,1,1,2,0,NA,77.4
"903","392281","BBB","2013B","Female","North Region","A Level or Equivalent","10-20%","0-35",0,"120","N","Withdrawn",48,56,181,77,65,30,37,32,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,66.5
"904","392604","BBB","2014B","Female","South Region","Lower Than A Level","80-90%","35-55",0,"90","N","Pass",26,20,111,41,12,19,126,96,58,0,50,14,10,18,11,34,102,4,22,46,19,57,92,27,38,29,0,46,35,20,3,11,0,0,0,0,0,0,0,92,76
"905","392733","BBB","2014B","Female","London Region","HE Qualification","0-10%","35-55",0,"120","N","Fail",3,55,6,0,0,13,28,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,53
"906","393131","BBB","2014B","Female","Scotland","Lower Than A Level","40-50%","0-35",0,"60","N","Fail",0,25,10,1,0,0,18,24,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73.5
"907","394067","BBB","2014B","Female","West Midlands Region","Lower Than A Level","70-80%","0-35",0,"90","N","Distinction",4,0,2,35,5,16,1,3,40,0,15,1,9,2,23,3,0,3,0,1,1,38,9,2,0,0,18,13,3,25,6,4,1,3,0,0,0,0,0,100,81.6666666666667
"908","394314","BBB","2014J","Female","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,"60","N","Withdrawn",87,0,23,0,5,0,0,102,0,0,0,0,0,30,158,29,0,13,0,0,13,0,86,0,0,0,0,24,68,0,10,0,0,27,0,0,0,0,0,NA,63
"909","394331","BBB","2014B","Female","East Midlands Region","Lower Than A Level","10-20%","0-35",0,"60","N","Pass",42,14,63,34,54,41,35,22,14,48,57,4,30,0,1,36,23,13,30,1,27,48,2,5,4,37,26,21,48,2,47,10,0,0,0,0,0,0,0,100,72.4
"910","394480","BBB","2014B","Female","South Region","Lower Than A Level","60-70%","0-35",0,"60","N","Fail",18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,73
"911","394520","BBB","2014B","Female","North Region","Lower Than A Level","80-90%","0-35",0,"120","N","Pass",10,24,6,0,3,39,53,0,0,0,22,44,4,0,0,24,0,0,5,0,3,19,36,10,9,0,0,39,10,14,3,0,1,0,0,0,0,0,0,72,58.8333333333333
